,match,criteria from actual contract in original Romanina,criteria from actural contract translated in English,id,criteria from actural contract translated in English.,criteria from actural contract translated in English.the the value,criteria from actual contract in original Romanian,criteria from actual contract translated in English,criteria from actural contract translated in English.the,criteria from actural contract translated in English.the the
813,,"Opțional
Antena de cap si gat trebuie sa aiba incorporat un dispozitiv care sa ajute la omogenizarea campului magnetic (shimming): Componenta tehnica; Tipul caracteristicii (a factorului de evaluare) : DA/NU ; Explicatii alegere caracteristici tehnice si de calitate : Shimming-ul (omogenizarea campului magnetic) este foarte important pentru examinarile de cap si gat, mai ales in cazul pacientilor cu lucrari dentare., Pentru carcteristicile de tip DA/NU, punctajul se determină astfel:
   Ofertanții care includ opțiunea în configurația ofertată primesc numărul maxim de puncte aferente caracteristicii (Pctimax)
   Ofertanții care nu includ opțiunea în configurația ofertată primesc 0 (zero) puncte aferente caracteristicii, dar oferta acestora nu va fi declarată neconformă din acest motiv.
Se determină punctajul pentru subfactorul de evaluare „Caracteristici tehnice şi de calitate” însumând punctajele obţinute pentru fiecare caracteristică tehnică și de calitate punctată:
Pctn =∑_(i=1)^8▒〖Pcti_n 〗
   unde:
   Pctn = punctajul pentru subfactorul de evaluare „Caracteristici tehnice şi de calitate” obținut de oferta supusă evaluării (n)
   Pctin = punctajul aferent caracteristicii i obținut de oferta supusă evaluării (n)
   Punctajul pentru fiecare caracteristică aferentă subfactorului de evaluare „Caracteristici tehnice şi de calitate” se determină cu două zecimale exacte.","Optional
The head and neck antenna must have an incorporated device that helps homogenize the magnetic field (shimming): Technical component; Type of characteristic (of the evaluation factor): YES/NO; Explanation of the choice of technical and quality characteristics: Shimming (magnetic field homogenization) is very important for head and neck examinations, especially for patients with dental work. For YES/NO type characteristics, the score is determined as follows:
   Bidders who include the option in the offered configuration receive the maximum number of points for the characteristic (Pctimax).
   Bidders who do not include the option in the offered configuration receive 0 (zero) points for the characteristic, but their offer will not be declared non‑conforming for this reason.
The score for the evaluation sub‑factor “Technical and quality characteristics” is determined by summing the scores obtained for each scored technical and quality characteristic:
Pctn = ∑_{i=1}^8 Pcti_n
   where:
   Pctn = score for the evaluation sub‑factor “Technical and quality characteristics” obtained by the offer under evaluation (n).
   Pcti_n = score corresponding to characteristic i obtained by the offer under evaluation (n).
   The score for each characteristic belonging to the evaluation sub‑factor “Technical and quality characteristics” is determined with two exact decimal places.",100199555,,,,,,
814,,"Lungime magnet inclusiv capace: maxim 190 cm (V6max=190 cm): Componenta tehnica; 
Tipul caracteristicii (a factorului de evaluare) : Maximal; 
Explicatii alegere caracteristici tehnice si de calitate : Lungimea magnetului RMN joaca un rol esential in experienta pacientului pe durata examinarii. Un magnet mai scurt contribuie semnificativ la reducerea anxietatii si a senzatiei de claustrofobie, aspecte critice pentru confortul pacientului si succesul investigatiei., Pentru caracteristicile de tip maximal, punctajul se determină astfel:
-   Se determină diferența dintre valoarea maximă solicitată și valoarea ofertată, pentru fiecare ofertă. Pentru oferta n: Din = Vimax - Vin
-   Ofertei cu cea mai mare diferență (Din = Dimax) i se acordă punctajul maxim aferent caracteristicii: Pctimax
-   Pentru celelalte oferte, punctajul se calculează cu formula:
Pctin = (Din x Pctimax)/Dimax
unde:
Din = diferența dintre valoarea maximă solicitată și valoarea ofertată, pentru caracteristica i, pentru oferta supusă evaluării (n)
Vin = valoarea ofertată pentru caracteristica i, în oferta supusă evaluării (n)
Vimax = valoarea maximă solicitată pentru caracteristica i
Dimax = Valoarea maximă a diferenței dintre valoarea maximă solicitată și valoarea ofertată, pentru caracteristica i, dintre toate ofertele admisibile
Pctimax = punctajul maxim aferent caracteristicii i:
Pctin = punctajul aferent caracteristicii i obținut de oferta supusă evaluării (n)
Se determină punctajul pentru subfactorul de evaluare „Caracteristici tehnice şi de calitate” însumând punctajele obţinute pentru fiecare caracteristică tehnică și de calitate punctată:
Pctn =∑_(i=1)^8▒〖Pcti_n 〗
   unde:
   Pctn = punctajul pentru subfactorul de evaluare „Caracteristici tehnice şi de calitate” obținut de oferta supusă evaluării (n)
   Pctin = punctajul aferent caracteristicii i obținut de oferta supusă evaluării (n)
   Punctajul pentru fiecare caracteristică aferentă subfactorului de evaluare „Caracteristici tehnice şi de calitate” se determină cu două zecimale exacte.","Magnet length including caps: maximum 190 cm (V6max=190 cm): Technical component; 
Evaluation factor type: Maximal; 
Explanation of the choice of technical and quality characteristics: The length of the MRI magnet plays an essential role in the patient’s experience during the examination. A shorter magnet significantly reduces anxiety and the feeling of claustrophobia, which are critical for patient comfort and the success of the investigation. For characteristics of the maximal type, the score is determined as follows:
-   Calculate the difference between the requested maximum value and the offered value for each bid. For bid n: Din = Vimax - Vin
-   The bid with the largest difference (Din = Dimax) receives the maximum score for that characteristic: Pctimax
-   For the other bids, the score is calculated with the formula:
Pctin = (Din × Pctimax) / Dimax
where:
Din = the difference between the requested maximum value and the offered value for characteristic i in the evaluated bid (n)
Vin = the offered value for characteristic i in the evaluated bid (n)
Vimax = the requested maximum value for characteristic i
Dimax = the maximum difference between the requested maximum value and the offered value for characteristic i among all admissible bids
Pctimax = the maximum score assigned to characteristic i
Pctin = the score obtained for characteristic i by the evaluated bid (n)
The score for the evaluation sub‑factor “Technical and Quality Characteristics” is determined by summing the scores obtained for each technical and quality characteristic:
Pctn = Σ (i=1 to 8) Pcti_n
where:
Pctn = the score for the “Technical and Quality Characteristics” sub‑factor obtained by the evaluated bid (n)
Pctin = the score for characteristic i obtained by the evaluated bid (n)
Each characteristic’s score is calculated with two exact decimal places.",100199555,,,,,,
815,,"Eficiență energetică a echipamentului: Ofertanții trebuie să indice consumul zilnic de energie, E (kWh/zi), pentru scenariul de utilizare descris mai jos, conform metodologiei și condițiilor de testare prevăzute de COCIR SRI pentru echipamente RMN sau de un standard echivalent:
•   8 ore în modul Scanare
•   4 ore în modul Pregătit de Scanare
•   12 ore în modul Sistem Oprit
1.   Modul Scanare: Energia consumată în timpul efectuării secvențelor de scanare RMN.
2.   Modul Pregătit de Scanare: Energia consumată atunci când aparatul este pornit și pregătit pentru scanare, dar nu efectuează scanări active.
3.   Modul Sistem Oprit: Energia consumată atunci cînd aparatul este oprit.
Ofertanții trebuie să furnizeze un raport de testare conform COCIR SRI pentru echipamente RMN, sau unui standard echivalent, care să prezinte datele privind performanța energetică.
Testele trebuie realizate in laboratoare acreditate conform cerintelor standardului EN ISO/IEC 17025 (Recunoasterea Competentei Laboratoarelor de Incercari) sau in laboratoare care, Punctajul se acordă în funcție de consumul zilnic de energie E (kWh/zi), astfel:
-   Pentru cel mai mic consum zilnic de energie (En = Emin) se acordă punctajul maxim alocat subfactorului de evaluare „Eficiența energetică a echipamentului” (10 puncte)
-   Pentru alte consumuri, punctajul se calculează cu formula:
Peen = (Emin x Peemax)/En
unde:
Peen = punctajul pentru subfactorul de evaluare „Eficiența energetică a echipamentului” obținut de oferta supusă evaluării (n)
Emin = valoarea minimă a consumului de energie al echipamentului, dintre toate ofertele admisibile
En = valoarea consumului de energie al echipamentului din oferta supusă evaluării (n)
Peemax = punctajul maxim alocat subfactorului de evaluare „Eficiența energetică a echipamentului” (10 puncte)
Punctajul pentru subfactorul de evaluare „Eficiență energetică” se determină cu două zecimale exacte.","Energy efficiency of the equipment: Bidders must indicate the daily energy consumption, E (kWh/day), for the usage scenario described below, according to the methodology and test conditions provided by COCIR SRI for MRI equipment or an equivalent standard:
•   8 hours in Scan mode
•   4 hours in Scan‑Ready mode
•   12 hours in System‑Off mode
1. Scan mode: Energy consumed while performing MRI scan sequences.
2. Scan‑Ready mode: Energy consumed when the machine is on and ready for scanning but no active scans are performed.
3. System‑Off mode: Energy consumed when the machine is turned off.
Bidders must provide a test report in accordance with COCIR SRI for MRI equipment, or an equivalent standard, presenting data on energy performance.
Tests must be carried out in laboratories accredited according to the requirements of EN ISO/IEC 17025 (Recognition of Competence of Testing Laboratories) or in laboratories that meet the same criteria. Scoring is based on the daily energy consumption E (kWh/day) as follows:
- For the lowest daily energy consumption (En = Emin) the maximum score allocated to the sub‑factor “Equipment Energy Efficiency” (10 points) is awarded.
- For other consumption values, the score is calculated with the formula:
Peen = (Emin × Peemax) / En
where:
Peen = score for the sub‑factor “Equipment Energy Efficiency” obtained by the offer under evaluation (n)
Emin = minimum energy consumption value among all admissible offers
En = energy consumption value of the equipment in the offer under evaluation (n)
Peemax = maximum score allocated to the sub‑factor “Equipment Energy Efficiency” (10 points)
The score for the “Energy Efficiency” sub‑factor is determined with two exact decimal places.",100199555,,,,,,
816,,"Opțional
Tehnica prin care, in cazul secventei de difuzie, sa permită « tuning » al frecventei de rezonanță la nivel de slice: Componenta tehnică; Tipul caracteristicii (a factorului de evaluare) : DA/NU; Explicații alegere caracteristici tehnice și de calitate : Secvența de difuzie este o tehnică de scanare care extrem de sensibilă și predispusă la artefacte, ceea ce înseamnă că este nevoie de o omogenizare cât mai bună pentru fiecare examinare, când aceasta este folosită. Tehnica solicitată pentru secvența de difuzie este o opțiune importantă, prezentând un avantaj dacă este în dotarea echipamentului de rezonanță magnetică. Pentru caracteristicile de tip DA/NU, punctajul se determină astfel: Ofertanții care includ opțiunea în configurația ofertată primesc numărul maxim de puncte aferente caracteristicii (Pctimax). Ofertanții care nu includ opțiunea în configurația ofertată primesc 0 (zero) puncte aferente caracteristicii, dar oferta acestora nu va fi declarată neconformă din acest motiv. Se determină punctajul pentru subfactorul de evaluare „Caracteristici tehnice şi de calitate” însumând punctajele obţinute pentru fiecare caracteristică tehnică şi de calitate punctată: Pctn =∑_(i=1)^8▒〖Pcti_n〗 unde: Pctn = punctajul pentru subfactorul de evaluare „Caracteristici tehnice şi de calitate” obținut de oferta supusă evaluării (n) Pcti_n = punctajul aferent caracteristicii i obținut de oferta supusă evaluării (n). Punctajul pentru fiecare caracteristică aferentă subfactorului de evaluare „Caracteristici tehnice şi de calitate” se determină cu două zecimale exacte.","Optional
The technique by which, in the case of the diffusion sequence, to allow ""tuning"" of the resonance frequency at the slice level: Technical component; Type of characteristic (evaluation factor): YES/NO; Explanations for choosing technical and quality characteristics: The diffusion sequence is a scanning technique that is extremely sensitive and prone to artifacts, which means that the best possible homogenisation is needed for each examination when it is used. The technique requested for the diffusion sequence is an important option, offering an advantage if it is included in the magnetic resonance equipment. For characteristics of type YES/NO, the score is determined as follows: Bidders who include the option in the offered configuration receive the maximum number of points corresponding to the characteristic (Pctimax). Bidders who do not include the option in the offered configuration receive 0 (zero) points for the characteristic, but their offer will not be declared non‑conforming for this reason. The score for the evaluation sub‑factor ""Technical and quality characteristics"" is determined by summing the scores obtained for each technical and quality characteristic: Pctn = sum_{i=1}^8 Pcti_n where: Pctn = score for the evaluation sub‑factor ""Technical and quality characteristics"" obtained by the offer under evaluation (n); Pcti_n = score corresponding to characteristic i obtained by the offer under evaluation (n). The score for each characteristic related to the evaluation sub‑factor ""Technical and quality characteristics"" is determined with two exact decimal places.",100199555,,,,,,
817,,"Termen de garanţie extins: Se punctează garanţia suplimentară acordată, proporţional cu durata garanţiei suplimentare acordate, exprimată în număr de luni.
-   Se determină garanția suplimentară acordată ca diferența dintre valoarea garanţiei totale acordate, exprimată în luni, din oferta supusă evaluării și valoarea garanției minime solicitate (24 de luni), pentru fiecare ofertă., Se punctează garanţia suplimentară acordată, proporţional cu durata garanţiei suplimentare acordate, exprimată în număr de luni.
-   Se determină garanția suplimentară acordată ca diferența dintre valoarea garanţiei totale acordate, exprimată în luni, din oferta supusă evaluării și valoarea garanției minime solicitate (24 de luni), pentru fiecare ofertă. Pentru oferta n: Gen = Gn - 24
-   Ofertei cu cea mai mare diferență (Gen = Gemax) i se acordă punctajul maxim aferent subfactorului de evaluare: Pgemax
-   Pentru celelalte oferte, punctajul se calculează cu formula:
Pgen = (Gn x Pgemax)/ Gemax
unde: 
Gen = valoarea garanţiei suplimentare acordată, exprimată în luni, din oferta supusă evaluării (n)
Gn = valoarea garanţiei totale acordată, exprimată în luni, din oferta supusă evaluării (n)
Gemax = valoarea garanţiei suplimentare maxime acordată, exprimată în luni, dintre toate ofertele admisibile
Pgemax = punctajul maxim alocat pentru subfactorul de evaluare „Termen de garanţie extins” (5 puncte)
Pgen = punctajul obținut pentru subfactorul de evaluare „Termen de garanţie extins” de oferta supusă evaluării (n)

Punctajul pentru subfactorul de evaluare „Termen de garanţie extins”  se determină cu două zecimale exacte.","Extended warranty term: The additional warranty granted is scored proportionally to the length of the additional warranty expressed in months.
- The additional warranty is determined as the difference between the total warranty value offered (in months) and the minimum warranty required (24 months) for each bid.
- The bid with the largest difference (Gen = Gemax) receives the maximum score allocated to this evaluation sub‑factor (Pgemax).
- For the other bids, the score is calculated using the formula:
Pgen = (Gn × Pgemax) / Gemax
where:
Gen = value of the additional warranty granted (in months) for the bid under evaluation (n)
Gn = total warranty value granted (in months) for the bid under evaluation (n)
Gemax = maximum additional warranty value granted (in months) among all admissible bids
Pgemax = maximum points allocated for the evaluation sub‑factor ""Extended warranty term"" (5 points)
Pgen = points obtained for the evaluation sub‑factor ""Extended warranty term"" for the bid under evaluation (n)

The score for the ""Extended warranty term"" sub‑factor is determined with two exact decimal places.",100199555,,,,,,
818,,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component, the score is awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",100199557,,,,,,
819,,"Protecția mediului: Componenta tehnica - Detergenți cu etichetă ecologică (sau echivalent), Punctajul se acordă astfel:
a) Ofertele care asigură între 0% – 30% detergenți cu etichetă ecologică sau echivalent (detergenți care îndeplinesc cerințele relevante pentru eticheta ecologică), din totalitatea produselor de curățenie propuse, vor primi 0 puncte;
b) Ofertele care asigură între 31% – 50% detergenți cu etichetă ecologică sau echivalent (detergenți care îndeplinesc cerințele relevante pentru eticheta ecologică), din totalitatea produselor de curățenie propuse, vor primi 5 puncte;
c) Ofertele care asigură între 51% – 75% detergenți cu etichetă ecologică sau echivalent (detergenți care îndeplinesc cerințele relevante pentru eticheta ecologică), din totalitatea produselor de curățenie propuse, vor primi 10 puncte;
d) Ofertele care asigură peste 75% detergenți cu etichetă ecologică sau echivalent (detergenți care îndeplinesc cerințele relevante pentru eticheta ecologică), din totalitatea produselor de curățenie propuse, vor primi 15 puncte.","Environmental protection: Technical component - Detergents with an ecological label (or equivalent). Points are awarded as follows:
a) Offers that ensure 0% – 30% of detergents with an ecological label or equivalent (detergents meeting the relevant requirements for the ecological label) of the total cleaning products proposed will receive 0 points;
b) Offers that ensure 31% – 50% of such detergents will receive 5 points;
c) Offers that ensure 51% – 75% of such detergents will receive 10 points;
d) Offers that ensure more than 75% of such detergents will receive 15 points.",100199557,,,,,,
820,,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component, the score is awarded as follows: a) For the lowest among the prices, the maximum allocated points are awarded; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) × maximum allocated points.",100199561,,,,,,
821,,"Factor evaluare T1 – PERIOADA DE GARANTIE ACORDATA PENTRU LUCRĂRILE DE REPARAȚII DE AMPLOARE ( Intervenții pentru remedierea defectelor care afectează mai mult de 1000 de mp carosabil, pe aceeași zonă): Se va puncta PERIOADA DE GARANTIE ACORDATA PENTRU LUCRĂRILE DE REPARAȚII DE AMPLOARE ( Intervenții pentru remedierea defectelor care afectează mai mult de 1000 de mp carosabil, pe aceeași zonă) 
Perioada de garanție minimă admisă este de 24 de luni. Perioada de garanție maximă admisă este de 48 de luni și nu se acordă punctaj suplimentar pentru perioada de garanție mai mare de 48 de luni.
Perioada de garantie ofertata trebuie justificata prin prezentarea de informatii in cadrul ofertei tehnice - conform Caietului de sarcini si a formularului 7 - PROPUNERE TEHNICA., Algoritm de calcul:
Pg=(NGn/NG)x10, unde
Pg = punctaj pentru criteriul perioada de garantie
NGn = perioada de garantie a ofertantului
NG = perioada de garantie cea mai mare ofertata
Oferta care prezintă perioade de garanție acordată lucrărilor mai mica de 24 luni - pentru lucrările de reparații de amploare, va fi considerată neconformă.
Perioada de garanție minimă admisă este de 24 de luni. Perioada de garanție maximă admisă este de 48 de luni și nu se acordă punctaj suplimentar pentru perioada de garanție mai mare de 48 de luni.
Reprezinta LUCRĂRILE DE Reparații de amploare (suprafete extinse): Intervenții pentru remedierea defectelor care afectează mai mult de 1000 de mp carosabil, pe aceeași zonă, respectiv:
- Lucrari de reparatii prin refacere covoare asfaltice, continue pe o strada, sau sector de drum; 
In cadrul propunerii tehnice, ofertantii vor prezenta o metodologie in cadrul careia vor descrie acele masuri prin care sa evidentieze calitatea superioara a lucrarilor de amploare, care vor asigura indeplinirea unor conditii de calitate si performanta superioare fata de cele minime necesare indeplinirii conformitatii propunerii tehnice, asigurand astfel lipsa necesitatii interventilor pentru remediere defectiunilor in cadrul perioadei de garantie a lucrarilor de amploare, ofertata, si pentru care se va acorda punctaj 
Totodata, in cadrul metodologiei, ofertantii vor detalia mecanismele (garantie bancara, polita de asigurare) prin care se asigura ca vor exista suficiente resurse financiare pentru acoperirea lucrarilor de remediere necesare in cazul in care refuza sa le execute pe acestea.","Evaluation factor T1 – GUARANTEE PERIOD GRANTED FOR EXTENSIVE REPAIR WORKS (interventions for remedying defects affecting more than 1,000 sqm of roadway in the same area): The guarantee period granted for extensive repair works will be scored. The minimum admissible guarantee period is 24 months. The maximum admissible guarantee period is 48 months and no additional points are awarded for a guarantee period longer than 48 months. The offered guarantee period must be justified by providing information within the technical offer – according to the specifications and Form 7 – TECHNICAL PROPOSAL. Calculation algorithm: Pg = (NGn / NG) × 10, where Pg = score for the guarantee period criterion, NGn = the bidder’s guarantee period, NG = the highest guarantee period offered. An offer that presents a guarantee period for the repair works less than 24 months – for extensive repair works – will be considered non‑conforming. The minimum admissible guarantee period is 24 months. The maximum admissible guarantee period is 48 months and no additional points are awarded for a guarantee period longer than 48 months. It represents EXTENSIVE REPAIR WORKS (large surfaces): interventions for remedying defects affecting more than 1,000 sqm of roadway in the same area, namely: - Repair works by reconstructing continuous asphalt carpets on a street or road sector; Within the technical proposal, bidders will present a methodology describing the measures that highlight the superior quality of extensive works, ensuring compliance with quality and performance conditions superior to the minimum required for conformity of the technical proposal, thus ensuring no need for remedial interventions during the guarantee period of the offered extensive works, for which points will be awarded. At the same time, within the methodology, bidders will detail the mechanisms (bank guarantee, insurance policy) that ensure sufficient financial resources to cover remedial works necessary in case they refuse to execute them.",100199561,,,,,,
822,,"Factor evaluare T2 – Cantitatea totala de material granular recuperat refolosit în mixtura asfaltică - Mrc: Mrc – reprezinta masa totala (in tone) a materialului granular refolosit, propusa de ofertanti, ccalculata pentru intreg acordul cadru, si se va calcula dupa formula:
Mrc = X tone BA16 RAP x M BA16 reteta RAP + Y tone BAD22,4 RAP x M BAD22,4 reteta RAP
unde:
M BAD22,4 reteta RAP–masa,in tone,de material granular recuperat folosit pentru fabricarea unei tone de mixtura BAD22,4– cf. retetei pentru mixtura asfaltica BAD22,4 cu adaos de material granular recuperat;
M BA16 reteta RAP–masa,in tone,de material granular recuperat folosit pt fabricarea unei tone de mixtura BA16–cf. retetei pentru mixtura asfaltica BA16 cu adaos de material granular recuperat;
X tone BA16 RAP– se va calcula dupa formula: X (tone) = cantitatea de mixtura BA16 RAP ofertata (in mp) x 7.200 tone / 75.000 mp;
Y tone BAD22,4 RAP–se va calcula dupa formula:
Y (tone) = cantitatea de mixtura BAD22,4 RAP, ofertata (in mp) x 7.200 tone / 50.000 mp, Algoritm de calcul:
Pentru Mrc ≥ 1.400 tone – se acorda 10 puncte
Pentru Mrc situate intre 1000 – 1399 tone – se acorda 7 puncte
Pentru Mrc situate intre 500 – 999 tone - se acorda 4 puncte
Pentru Mrc >0 dar < 500 t  - se acorda 0 puncte si se considera oferta conforma.
Ofertele care nu iau in calcul folosirea de material granular recuperat pentru   mixturile asfaltice BA16 si, respectiv BAD22,4 (adica Mrc = 0) vor fi declarate neconforme.

Se evaluează capacitatea ofertantului de a utiliza mixturi asfaltice produse cu adaos de material granular recuperat (RAP), conform rețetelor de fabricație și a specificațiilor tehnice propuse.
La elaborarea ofertei tehnice si financiare se va avea in vedere utilizarea de mixturi asfaltice produse cu adaos de material granular intr-un procent maxim de 50% din cantitatea totala de BA16 si BAD22,4, aferenta întregului acord cadru, respectiv maxim 75.000 mp BA16rap si maxim 50.000 mp BAD22.4rap, reprezentând, la o densitate etalon de 2,4 t/mc, maxim 7.200 tone BA16rap si maxim 7.200 tone BAD22,4rap.
-   Prin material granular se înțelege: nisip natural/concasat, criblură de diverse fracții;
-   Prin caietul de sarcini, cap. 2.20, se solicita ofertantilor sa prezinte retetele cadru pentru mixturile asfaltice folosite, certificate de laborator autorizat.
Astfel, ofertantii vor prezenta, pentru fiecare dintre mixturile de tip BAD22,4 si BA16:
-   o reteta-standard - pentru 1 tona mixtura asfaltica fara adaos de material granular recuperat;
-   o reteta-cadru (reteta RAP) - pentru 1 tona mixtura asfaltica cu adaos de material granular recuperat;
Ofertantii vor preciza, in cadrul ofertelor tehnice, care sunt cantitatile de mixtura recuperata ofertate pentru BA16RAP si, respectiv, pentru BAD22,45 RAP, aferenta cantitatilor maxime din acordul cadru – exprimate atat in mp, cat si in tone (folosind formulele X si Y de mai sus).
Pentru transformarea cantitatilor ofertate de mixtura cu material recuperat din mp in tone se folosesc formulele:
X tone BA16 RAP – reprezinta cantitatea totala de mixtura BA16RAP ofertata, in tone, calculata in baza cantitatii ofertate, in mp, care se completeaza de ofertanti pe linia 7-din Formularul 8 – de oferta, Anexa 2 - la Formularul de oferta si care se va calcula dupa formula:
X (tone) = cantitatea de mixtura BA16 RAP ofertata (in mp) x 7.200 tone / 75.000 mp.

Y tone BAD22,4 RAP – reprezinta cantitatea totala de mixtura BA22,4 RAP , in tone, calculata in baza cantitatii ofertate, in mp, completata de ofertanti pe linia 10-din Formularul 8 – de oferta, Anexa 2 - la Formularul de oferta si care se va calcula dupa formula:
Y (tone) = cantitatea de mixtura BAD22,4 RAP ofertata (in mp) x 7.200 tone / 50.000 mp.

Materialele refolosite pot fi incluse în retetele mixturilor de tip BAD22,4 si BA16 in proportie de:
-   pana la 20% în straturile de BAD22,4,
-   pana la 10% în stratul de uzura BA16
Pentru fabricarea MASF16 nu se accepta folosirea mixturilor asfaltice recuperate.","Evaluation factor T2 – Total amount of reclaimed granular material reused in the asphalt mixture – Mrc: Mrc represents the total mass (in tonnes) of reclaimed granular material proposed by the bidders, calculated for the entire framework agreement, and is computed using the formula:
Mrc = X tonnes BA16 RAP × M BA16 RAP recipe + Y tonnes BAD22.4 RAP × M BAD22.4 RAP recipe
where:
M BAD22.4 RAP recipe – mass (in tonnes) of reclaimed granular material used to produce one tonne of BAD22.4 mixture, according to the BAD22.4 asphalt mix recipe with reclaimed material added;
M BA16 RAP recipe – mass (in tonnes) of reclaimed granular material used to produce one tonne of BA16 mixture, according to the BA16 asphalt mix recipe with reclaimed material added;
X tonnes BA16 RAP – calculated as: X (tonnes) = amount of BA16 RAP mix offered (in m²) × 7,200 tonnes / 75,000 m²;
Y tonnes BAD22.4 RAP – calculated as: Y (tonnes) = amount of BAD22.4 RAP mix offered (in m²) × 7,200 tonnes / 50,000 m².
Scoring algorithm:
- For Mrc ≥ 1,400 tonnes – 10 points are awarded;
- For Mrc between 1,000 – 1,399 tonnes – 7 points are awarded;
- For Mrc between 500 – 999 tonnes – 4 points are awarded;
- For Mrc > 0 but < 500 tonnes – 0 points are awarded and the offer is considered compliant.
Offers that do not consider the use of reclaimed granular material for the BA16 and BAD22.4 asphalt mixes (i.e., Mrc = 0) will be declared non‑compliant.

The bidder’s capacity to use asphalt mixes produced with a reclaimed granular material (RAP) addition, in accordance with the prescribed manufacturing recipes and technical specifications, is evaluated.
When preparing the technical and financial offer, the use of asphalt mixes with reclaimed granular material must not exceed a maximum of 50% of the total quantity of BA16 and BAD22.4 associated with the entire framework agreement – i.e., maximum 75,000 m² of BA16 RAP and maximum 50,000 m² of BAD22.4 RAP, which, at a reference density of 2.4 t/m³, corresponds to a maximum of 7,200 tonnes of BA16 RAP and 7,200 tonnes of BAD22.4 RAP.
- ""Granular material"" means natural/crushed sand, graded aggregate fractions;
- According to the specifications, chapter 2.20, bidders must submit the standard recipes for the asphalt mixes used, certified by an authorized laboratory.
Thus, bidders shall submit, for each mix type BAD22.4 and BA16:
- a standard recipe – for 1 tonne of asphalt mix without reclaimed granular material;
- a framework recipe (RAP recipe) – for 1 tonne of asphalt mix with reclaimed granular material.
Bidders shall indicate, in the technical offer, the quantities of reclaimed mix offered for BA16 RAP and BAD22.4 RAP, corresponding to the maximum quantities in the framework agreement – expressed both in m² and in tonnes (using the X and Y formulas above).
To convert the offered reclaimed‑mix quantities from m² to tonnes, the following formulas are used:
X tonnes BA16 RAP – total amount of BA16 RAP mix offered, in tonnes, calculated from the offered area (m²) entered by the bidder on line 7 of Form 8 – Offer, Annex 2 – and computed as:
X (tonnes) = BA16 RAP mix offered (m²) × 7,200 tonnes / 75,000 m².
Y tonnes BAD22.4 RAP – total amount of BAD22.4 RAP mix offered, in tonnes, calculated from the offered area (m²) entered by the bidder on line 10 of Form 8 – Offer, Annex 2 – and computed as:
Y (tonnes) = BAD22.4 RAP mix offered (m²) × 7,200 tonnes / 50,000 m².
Reused materials may be included in the BAD22.4 and BA16 mix recipes in the following proportions:
- up to 20% in BAD22.4 layers;
- up to 10% in the BA16 wearing layer.
The use of reclaimed asphalt mixes is not accepted for the production of MASF16.",100199561,,,,,,
823,,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component, the score is awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally as follows: P(n) = (Minimum offered price / Price n) × maximum allocated score.",100199566,,,,,,
