,match,criteria from actual contract in original Romanina,criteria from actural contract translated in English,id,criteria_from_actual_contract_in_original_romanian,criteria_from_actual_contract_translated_in_english,criteria_from_actual_contract_in_original_Romanian
663,No match,,,100195961,"Experiența deținută de Șeful de șantier: Experiența deținută de Șeful de șantier în cadrul unor contracte de lucrări de construcție nouă și/ sau modernizare și/sau reabilitare și/sau lărgire și/sau consolidare de drumuri județene și/sau drumuri naționale și/ sau drumuri expres si/ sau autostrăzi., Participarea expertului propus în poziția de Șef de șantier în cadrul unor contracte de lucrări de construcție nouă și/ sau modernizare și/sau reabilitare și/sau lărgire și/sau consolidare de drumuri județene și/sau drumuri naționale și/ sau drumuri expres si/ sau autostrăzi, se va puncta astfel:
participarea în 2 contracte: 4,5 puncte;
participarea în 3 contracte: 6,75 puncte;
participarea în 4 sau mai multe contracte: 9 puncte.
Nu se acordă punctaj pentru participarea în mai puțin de 2 contracte.
În vederea acordării punctajului, ofertanții vor depune Formularul nr. 9 - „Declarație de disponibilitate”, Formularul nr. 10 - „Curriculum Vitae”, documente relevante/ recomandări emise de Beneficiar/Angajator pentru fiecare contract prezentat în vederea acordării punctajului.","Experience of the Site Manager: The experience held by the Site Manager within contracts for new construction works and/or modernization and/or rehabilitation and/or widening and/or strengthening of county roads and/or national roads and/or express roads and/or motorways. The participation of the proposed expert in the position of Site Manager in contracts for new construction works and/or modernization and/or rehabilitation and/or widening and/or strengthening of county roads and/or national roads and/or express roads and/or motorways will be scored as follows:
participation in 2 contracts: 4.5 points;
participation in 3 contracts: 6.75 points;
participation in 4 or more contracts: 9 points.
No points are awarded for participation in fewer than 2 contracts.
For the purpose of awarding the score, tenderers shall submit Form no. 9 – ""Declaration of Availability,"" Form no. 10 – ""Curriculum Vitae,"" and relevant documents/recommendations issued by the Beneficiary/Employer for each contract presented for scoring.",
664,No match,,,100195961,"Experiența deținută de Șeful echipei de proiectare: Experiența deținută de Șeful echipei de proiectare în cadrul unor contracte de proiectare lucrări de construcție nouă și/ sau modernizare și/sau reabilitare și/sau lărgire și/sau consolidare de drumuri județene și/sau drumuri naționale și/ sau drumuri expres si/ sau autostrăzi., Participarea expertului propus în poziția de Șef echipă de proiectare în cadrul unor contracte de proiectare lucrări de construcție nouă și/ sau modernizare și/sau reabilitare și/sau lărgire și/sau consolidare de drumuri județene și/sau drumuri naționale și/ sau drumuri expres si/ sau autostrăzi, se va puncta astfel:
participarea în 2 contracte: 3 puncte;
participarea în 3 contracte: 4,5 puncte;
participarea în 4 sau mai multe contracte: 6 puncte.
Nu se acordă punctaj pentru participarea în mai puțin de 2 contracte.
În vederea acordării punctajului, ofertanții vor depune Formularul nr. 9 - „Declarație de disponibilitate”, Formularul nr. 10 - „Curriculum Vitae”, documente relevante/ recomandări emise de Beneficiar/Angajator pentru fiecare contract prezentat în vederea acordării punctajului.","Experience of the Head of the design team: The experience of the Head of the design team within design contracts for new construction works and/or modernization and/or rehabilitation and/or widening and/or strengthening of county roads and/or national roads and/or expressways and/or motorways. The participation of the expert proposed for the position of Head of the design team in design contracts for new construction works and/or modernization and/or rehabilitation and/or widening and/or strengthening of county roads and/or national roads and/or expressways and/or motorways will be scored as follows:
participation in 2 contracts: 3 points;
participation in 3 contracts: 4.5 points;
participation in 4 or more contracts: 6 points.
No points are awarded for participation in fewer than 2 contracts.
For the purpose of awarding the points, tenderers shall submit Form no. 9 - “Declaration of availability”, Form no. 10 - “Curriculum Vitae”, and relevant documents/recommendations issued by the Beneficiary/Employer for each contract presented for scoring.",
665,No match,,,100195970,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Points are awarded as follows: a) The lowest of the prices receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) × maximum allocated score.",
666,No match,,,100195970,"Performanța energetică: Componentă tehnică, Se vor acorda puncte în funcție de consumul de energie zilnic E (kWh/zi, 24h) astfel: pentru cel mai mic consum se acordă punctajul maxim alocat, iar pentru alte consumuri punctajul se calculează potrivit ecuației de proporționalitate pe baza celorlalte valori.
Punctajul se acordă astfel:
 a)   Pentru cel mai mic consum de energie zilnic E (kWh/zi, 24h) pentru fiecare echipament, PEE min  –  se acordă punctajul maxim alocat pentru fiecare echipament din tabelul de mai jos
 b)   Pentru celelalte consumuri ofertate P(n) punctajul alocat se va calcula proporțional, astfel:

unde PEE x= (PEE min 1/PEE n1) x 20p

unde:
 Pth PEE – punctaj aferent factorului de evaluare tehnic – Performanța energetică (max. 20p);
 PEE min  – consumul de energie zilnic cel mai mic – exprimat în kWh/zi (24h);
 PEE n – consumul de energie zilnic prezentată de ofertantul ”n” – exprimat în kWh/zi (24h);

 1.          Ofertanții trebuie să furnizeze un raport de testare conform standardului EN 50564:2011 (6.1, 6.2, 6.3, și 6.4) sau unui standard echivalent. Raportul de testare trebuie să includă date privind performanța energetică a echipamentului. Datele trebuie măsurate în modurile de funcționare, precum și în condițiile de testare indicate în anexe și scenariile de utilizare, specificate anterior. Testele trebuie efectuate în laboratoare, în conformitate cu cerințele generale ale standardelor EN ISO 17025, U.S. 21 CFR partea 820, ISO 13485 sau ale unui standard echivalent, în condițiile de testare menționate anterior. 
 Pentru ofertele care nu vor furniza documentele justificative se va acorda punctaj 0!","Energy performance: Technical component. Points will be awarded according to the daily energy consumption E (kWh/day, 24 h) as follows: the lowest consumption receives the maximum allocated score, and for other consumption values the score is calculated according to the proportionality equation based on the other values.
The scoring is awarded as follows:
 a) For the lowest daily energy consumption E (kWh/day, 24 h) for each item of equipment, PEE min – the maximum allocated score is awarded for each item of equipment in the table below.
 b) For the other offered consumption values, P(n), the allocated score will be calculated proportionally, as follows:

where PEE x = (PEE min 1/PEE n1) × 20 pts

where:
 Pth PEE – the score for the technical evaluation factor – Energy performance (max. 20 pts);
 PEE min – the lowest daily energy consumption – expressed in kWh/day (24 h);
 PEE n – the daily energy consumption presented by bidder “n” – expressed in kWh/day (24 h);

 1. Bidders must provide a test report in accordance with EN 50564:2011 (6.1, 6.2, 6.3, and 6.4) or an equivalent standard. The test report must include data on the energy performance of the equipment. The data must be measured in the operating modes, as well as under the test conditions indicated in the annexes and the previously specified usage scenarios. The tests must be carried out in laboratories in accordance with the general requirements of EN ISO 17025, U.S. 21 CFR Part 820, ISO 13485, or an equivalent standard, under the test conditions mentioned above.
For offers that do not provide the supporting documents, a score of 0 will be awarded!",
667,No match,,,100195970,"Perioada de garanţie extinsă: Componentă tehnică, Punctajul pentru “Perioada de garanție extinsă” (maxim 20 puncte- pondere 20%), se acordă astfel: 
a) pentru nr. maxim ofertat se acordă punctajul maxim de 20 puncte;
 b) pentru un nr. mai mic decât cel prevăzut la lit.a), punctajul se acordă, astfel: P(n)= (Număr ani garanție extinsă ofertat(n)/Număr maxim de ani de garanție extinsă ofertat) x 20 puncte 
Numărul minim de ani pentru garanția extinsă, care va fi punctată este de 1 an suplimentar perioadei de garanție obligatorie de 2 ani, iar numărul maxim este de 3 ani suplimentar perioadei de garanție obligatorie de 2 ani. Orice oferta cu un număr de ani de garanție extinsă mai mare de 3 ani suplimentar perioadei de garanție obligatorie nu va fi punctată suplimentar. 
Note: -Fiind o cerinta minimala, pentru un termen de garantie oferit de 2 ani se vor acorda 0 puncte
 - Perioada de garanție extinsă va asigura beneficiarul de o cheltuială cât mai eficientă a fondurilor publice, prin minimizarea costurilor legate de întreţinerea/repararea/înlocuirea echipamentelor medicale în ansamblu şi a componentelor acestora pe perioada garanției şi asigurarea unei durate de viaţă sporită a produselor. - Garanția pentru echipamentele  ce se doreste a se achiziţiona este de minim 2 (doi) ani de la data admiterii recepţiei fără obiecţii.","Extended warranty period: Technical component. The scoring for the “Extended warranty period” (maximum 20 points – weight 20%) is awarded as follows: 
a) for the maximum number offered, the maximum score of 20 points is awarded; 
b) for a number lower than that provided at letter a), the score is awarded as follows: P(n) = (Number of years of extended warranty offered (n) / Maximum number of years of extended warranty offered) x 20 points. 
The minimum number of years for the extended warranty that will be scored is 1 year in addition to the mandatory warranty period of 2 years, and the maximum is 3 years in addition to the mandatory warranty period of 2 years. Any offer with a number of years of extended warranty greater than 3 years in addition to the mandatory warranty period will not be scored additionally. 
Notes: - Being a minimal requirement, for a warranty term offered of 2 years, 0 points will be awarded. 
- The extended warranty period will ensure that the beneficiary achieves the most efficient use of public funds, by minimizing costs related to maintenance/repair/replacement of the medical equipment as a whole and its components during the warranty period and by ensuring an increased lifespan of the products. 
- The warranty for the equipment to be purchased is at least 2 (two) years from the date of acceptance of receipt without objections.",
668,"No match to model criteria A, B, C, E, or F (this is environmental/energy-efficiency training)",,,100195970,"Instructaj pentru optimizarea eficienței energetice (Pth INS): Componentă tehnică, Ofertantul trebuie să asigure un instructaj incluzând elemente de ajustare și reglaj fin al parametrilor de consum de energie electrică ai echipamentelor din cadrul lotului (în modul „activ”), în vederea optimizării consumului de energie electrică. 
Instructajul se evaluează pentru întreg lotul în funcție de variantele specificate mai jos (a), b) sau c))!

Punctajul se acordă astfel:
a)   Pentru instruire introductiv-generală – NU se acordă punctaj
   Durată: > 2 ore
   Grup țintă: > 2 persoane / sesiune
b)   Pentru instruire ce include cele de la punctul a) +  instruire  la locul de muncă - metode și tehnici de optimizare consumuri de energie electrică: 5 puncte
   Durată: > 3 ore 
   Grup țintă: > 2 persoane / sesiune
c)   Pentru instruire ce include cele de la punctul b) + instruire periodică pentru actualizarea cunoștințelor: 10 puncte
   Durată: > 3 ore + 1h instruire periodică
   Grup țintă: > 2  persoane / sesiune
   Frecvența instruirii periodice: la fiecare 6 luni (pe perioada garanției)
   Suport online/platformă e-learning
Ofertanții trebuie să furnizeze un set de informații privind următoarele aspecte ale instructajului: 
-   Descrierea detaliată a echipamentului și a modului său de funcționare;
-   Identificarea modurilor de consum de energie electrică, inclusiv modul „activ” sau alte moduri de economisire a energiei;
-   Instrucțiuni clare privind modul de ajustare a setărilor pentru a optimiza consumul de energie în timpul utilizării și în modul „standby”.
-   Instrucțiuni/exemple practice pentru reglarea fină a parametrilor pentru a obține un echilibru optim între eficiența operațională și consumul de energie.
Pentru ofertele care nu vor furniza informațiile justificative se va acorda punctaj 0!","Training for optimizing energy efficiency (Pth INS): Technical component. The tenderer must provide training that includes elements for adjusting and fine-tuning the electricity consumption parameters of the equipment in the lot (in “active” mode), with a view to optimizing electricity consumption.
The training is evaluated for the entire lot according to the options specified below (a), b) or c))!

Points are awarded as follows:
a) For introductory-general training – NO points are awarded
• Duration: > 2 hours
• Target group: > 2 persons per session
b) For training that includes those in point a) + on-the-job training – methods and techniques for optimizing electricity consumption: 5 points
• Duration: > 3 hours
• Target group: > 2 persons per session
c) For training that includes those in point b) + periodic training for updating knowledge: 10 points
• Duration: > 3 hours + 1h periodic training
• Target group: > 2 persons per session
• Frequency of periodic training: every 6 months (during the warranty period)
• Online support/e-learning platform
Tenderers must provide a set of information on the following aspects of the training:
- Detailed description of the equipment and its mode of operation;
- Identification of electricity consumption modes, including “active” mode or other energy-saving modes;
- Clear instructions on how to adjust settings to optimize energy consumption during use and in “standby” mode.
- Instructions/practical examples for fine-tuning parameters to achieve an optimal balance between operational efficiency and energy consumption.
For offers that do not provide the supporting information, 0 points will be awarded!",
669,No match,,,100195970,"Echipamente cu contor: Componentă tehnică, Posibilitatea realizării de statistici pe baza consumului istoric de energie electrică.
Algoritm de calcul: 
Punctajul se acordă astfel:
a)   2 puncte dacă echipamentul este prevăzut sau poate fi prevăzut cu un contor, cu costuri suplimentare minime astfel încât să se poată observa și înregistra consumul curent de energie electrică;
b)   3 puncte dacă datele obținute pot fi trimise automat către un punct central de colectare a datelor;
c)   5 puncte dacă sistemul de înregistrare permite obținerea de statistici sub formă de raport, pe baza consumului istoric. 
Punctele sunt acordate în funcție de gradul de îndeplinire a fiecărui criteriu. Dacă echipamentul îndeplinește toate cele trei cerințe, va primi punctajul maxim alocat de 10 puncte (a+b+c)!
Ofertantul trebuie să precizeze condițiile de contorizare a consumului, precum și dacă există un cost suplimentar. Ofertantul trebuie să precizeze, de asemenea, restricțiile referitoare la parametrii care pot fi măsurați și la modul de măsurare a acestora de către personal cu ajutorul contorului.
Ofertanții trebuie să furnizeze o documentație, cum ar fi un exemplar al manualului de instrucțiuni, care să descrie contorul și funcțiile acestuia, precum și condițiile și restricțiile aferente.
Pentru ofertele care nu vor furniza documentele justificative se va acorda punctaj 0!","Metered equipment: Technical component, the possibility of generating statistics based on historical electricity consumption.
Scoring algorithm:
Points are awarded as follows:
a) 2 points if the equipment is equipped or can be equipped with a meter, with minimal additional costs, so that current electricity consumption can be observed and recorded;
b) 3 points if the data obtained can be sent automatically to a central data collection point;
c) 5 points if the recording system allows obtaining statistics in the form of a report, based on historical consumption.
Points are awarded according to the degree to which each criterion is met. If the equipment meets all three requirements, it will receive the maximum allocated score of 10 points (a+b+c)!
The tenderer must specify the conditions for metering consumption, as well as whether there is an additional cost. The tenderer must also specify the restrictions regarding the parameters that can be measured and how these are measured by staff using the meter.
Tenderers must provide documentation, such as a copy of the instruction manual, describing the meter and its functions, as well as the associated conditions and restrictions.
For bids that do not provide the supporting documents, a score of 0 will be awarded!",
670,no_match,,,100195972,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Price of the offer: Financial component. Points are awarded as follows: a) The lowest of the prices is awarded the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) x maximum allocated score.",
671,no match,,,100195972,"Timp de livrare: Timpul final de livrare Tf se înțelege timpul final de livrare asumat de către promitentul furnizor între data  furnizării datelor de către AC către contractant (momentul T0 din graficul de livrare prezentat la punctul 2.7 din caietul de sarcini) și livrarea finală de către contractant către AC(momentul Tf din graficul de livrare prezentat la punctul 2.7 din caietul de sarcini): 10 puncte., -   pentru timp de livrare mai mare de 20 zile lucrătoare-oferta este neconformă;
-   pentru timpul de livrare de 20(douăzeci) zile lucrătoare, se acordă 0 (zero) puncte;
-   pentru timpul de livrare de 19(nouăsprezece) zile lucrătoare, se acordă 1 (unu) punct;
-   pentru timpul de livrare de 18(optsprezece) zile lucrătoare, se acordă 2 (două) puncte;
-   pentru timpul de livrare de 17(șaptesprezece) zile lucrătoare, se acordă 3 (trei) puncte;
-   pentru timpul de livrare de 16(șaisprezece) zile lucrătoare, se acordă 4 (patru) puncte;
-   pentru timpul de livrare de 15 (cincisprezece) zile lucrătoare, se acordă 5 (cinci) puncte;
-   pentru timpul de livrare de 14 (paisprezece) zile lucrătoare, se acordă 6 (șase) puncte;
-   pentru timpul de livrare de 13 (treisprezece) zile lucrătoare, se acordă 7 (șapte) puncte;
-   pentru timpul de livrare de 12 (doisprezece) zile lucrătoare, se acordă 8 (opt) puncte;
-   pentru timpul de livrare de 11 (unsprezece) zile lucrătoare, se acordă 9 (nouă) puncte;
-   pentru timpul de livrare de 10 (zece) zile lucrătoare, se acordă 10 (zece) puncte;
-    pentru timp de livrare mai mic de 10(zece) zile lucrătoare, se acordă punctaj ca și pentru 10(zece) zile lucrătoare, adică 10(zece) puncte.","Delivery time: The final delivery time Tf is understood as the final delivery time undertaken by the supplier, between the date on which the contracting authority (CA) provides the data to the contractor (moment T0 in the delivery schedule presented at point 2.7 of the specifications) and the final delivery by the contractor to the CA (moment Tf in the delivery schedule presented at point 2.7 of the specifications): 10 points. - for a delivery time greater than 20 working days — the offer is non-compliant; - for a delivery time of 20 (twenty) working days, 0 (zero) points are awarded; - for a delivery time of 19 (nineteen) working days, 1 (one) point is awarded; - for a delivery time of 18 (eighteen) working days, 2 (two) points are awarded; - for a delivery time of 17 (seventeen) working days, 3 (three) points are awarded; - for a delivery time of 16 (sixteen) working days, 4 (four) points are awarded; - for a delivery time of 15 (fifteen) working days, 5 (five) points are awarded; - for a delivery time of 14 (fourteen) working days, 6 (six) points are awarded; - for a delivery time of 13 (thirteen) working days, 7 (seven) points are awarded; - for a delivery time of 12 (twelve) working days, 8 (eight) points are awarded; - for a delivery time of 11 (eleven) working days, 9 (nine) points are awarded; - for a delivery time of 10 (ten) working days, 10 (ten) points are awarded; - for a delivery time less than 10 (ten) working days, the score awarded is the same as for 10 (ten) working days, namely 10 (ten) points.",
672,no match,,,100195978,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Scoring is awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) × maximum allocated score.",
673,No match,,,100195978,"Numar de filtre: Componenta tehnica, - Oferta care va prezenta valoarea parametrului tehnic de mai mic de 3 filtre va fi punctata cu 0 puncte.
- Pentru orice alta valoare mai mare de 3 filtre a parametrului tehnic se va aplica formula: Pn =  (Tn/ Tmax) x Pmax
- Oferta care va prezenta cea mai mare valoare a parametrului tehnic va fi punctata cu 5 puncte.
Un numar mai mare de filtre permite mai multe combinatii anoda-filtru, ceea ce permite o gama variata de examinari cu reducerea dozei
Tn = | Valoarea ofertata — Valoarea solicitata
Tmax = | Valoarea cea mai buna ofertata — Valoarea solicitata 
Pmax = nr de puncte alocat cerintei tehnice respective","Number of filters: Technical component,
- Any offer that presents a value of the technical parameter of fewer than 3 filters will be scored 0 points.
- For any other value greater than 3 filters of the technical parameter, the following formula will be applied: Pn = (Tn / Tmax) x Pmax
- The offer that presents the highest value of the technical parameter will be scored 5 points.
A higher number of filters allows more anode–filter combinations, which enables a wide range of examinations while reducing the dose.
Tn = | Offered value — Requested value |
Tmax = | Best offered value — Requested value |
Pmax = number of points allocated to the respective technical requirement",
674,None,,,100195978,"Marime pixel in tomosinteza maxim 100 um: Componenta tehnica, - Oferta care va prezenta valoarea parametrului tehnic de maxim 100 um va fi punctata cu 0 puncte.
- Pentru orice alta valoare mai mica de 100 pm (<100 um,) dar >70 um a parametrului tehnic se va aplica formula:
Pn = (Tn/ Tmax) x Pmax
- Oferta care va prezenta cea mai mica valoare (<70 um )a parametrului tehnic va fi punctata cu 10 puncte.
Calitatea imaginii este invers proportionala cu marimea piexelului exprimata intr-o densitate mai mare de elemente de detectie-pixeli pe unitatea de detectie. O valoare cat mai mica a pixelului reprezinta unt criteriu de perfomanta superioara.
Tn = | Valoarea ofertata — Valoarea solicitata
Tmax = | Valoarea cea mai buna ofertata — Valoarea solicitata 
Pmax = nr de puncte alocat cerintei tehnice respective","Pixel size in tomosynthesis maximum 100 µm: Technical component
- The offer that presents the technical parameter value of maximum 100 µm will be scored with 0 points.
- For any other value lower than 100 µm (<100 µm) but >70 µm of the technical parameter, the following formula will be applied:
Pn = (Tn / Tmax) × Pmax
- The offer that presents the smallest value (<70 µm) of the technical parameter will be scored with 10 points.
Image quality is inversely proportional to pixel size, expressed as a higher density of detection elements—pixels per detection unit. A smaller pixel value represents a superior performance criterion.
Tn = | Offered value — Required value |
Tmax = | Best offered value — Required value |
Pmax = number of points allocated to the respective technical requirement",
675,no_match,,,100195978,"Tomosinteza 3D: “   Unghi de scanare Maxim de 50°”: Componenta tehnica, - Oferta care va prezenta valoarea parametrului tehnic de maxim 50° (= 50°) va fi punctata cu 0 puncte.
- Pentru orice alta valoare mai mica de 50° ( < 50°) dar mai mare de 15° ( > 15°) a parametrului tehnic se va aplica formula:

Pn = (Tn/ Tmax) x Pmax

- Oferta care va prezenta cea mai mica valoare  <15° a parametrului tehnic va fi punctata cu 5 puncte.
Tn = | Valoarea ofertata — Valoarea solicitata
Tmax = | Valoarea cea mai buna ofertata — Valoarea solicitata 
Pmax = nr de puncte alocat cerintei tehnice respective","3D Tomosynthesis: “Scan angle Maximum of 50°”: Technical component,
- The offer that presents the technical parameter value of maximum 50° (= 50°) will be scored with 0 points.
- For any other value less than 50° (< 50°) but greater than 15° (> 15°) of the technical parameter, the following formula will be applied:

Pn = (Tn / Tmax) x Pmax

- The offer that presents the smallest value < 15° of the technical parameter will be scored with 5 points.
Tn = | Offered value — Requested value
Tmax = | Best offered value — Requested value
Pmax = number of points allocated to the respective technical requirement",
676,No match,,,100195978,"Putere generator de minim 5 KW: Componenta tehnica, Oferta care va prezenta valoarea parametrului tehnic de minim 5 KW va fi punctata cu 0 puncte.

Pentru orice alta valoare mai mare de 5 KW (>5 KW), dar mai mica de 9 KW (<9 KW) a parametrului tehnic se va aplica formula:

Pn = (Tn/Tmax) x Pmax

Unde:
Tn = | Valoarea ofertata — Valoarea solicitata
Tmax = | Valoarea cea mai buna ofertata — Valoarea solicitata 
Pmax = nr de puncte alocat cerintei tehnice respective","Generator power of at least 5 kW: Technical component. An offer that presents a value of the technical parameter of at least 5 kW will be scored with 0 points.

For any other value greater than 5 kW (>5 kW), but less than 9 kW (<9 kW) of the technical parameter, the following formula will be applied:

Pn = (Tn/Tmax) x Pmax

Where:
Tn = | Offered value — Requested value |
Tmax = | Best offered value — Requested value |
Pmax = number of points allocated to the respective technical requirement",
677,no match,,,100195978,"Instructaj pentru optimizarea eficientei energetice: Componenta tehnica, Oferta care NU a prezentat posibilitatea efectuarii instructajului pentru optimizarea eficientei energetice va fi punctata cu 0 puncte

Oferta care va prezenta posibilitatea efectuarii instructajului pentru optimizarea eficientei energetice va fi punctata cu 15 puncte.",Training for optimizing energy efficiency: Technical component. An offer that does not present the possibility of providing training for optimizing energy efficiency will be scored 0 points. An offer that presents the possibility of providing training for optimizing energy efficiency will be scored 15 points.,
678,no match,,,100195978,"Posibilitatea de instalare cu optimizarea eficientei energetice: Componenta tehnica, Oferta care NU a prezentat posibilitatea de instalare a echipamentului cu optimizarea eficientei energetice se acorda 0 puncte.

Oferta care va prezenta posibilitatea de instalare a echipamentului cu optimizarea eficientei energetice va fi punctata cu 15 puncte.",Possibility of installation with optimization of energy efficiency: Technical component. An offer that has NOT presented the possibility of installing the equipment with optimization of energy efficiency will be awarded 0 points. An offer that presents the possibility of installing the equipment with optimization of energy efficiency will be scored 15 points.,
679,None,,,100195979,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component. Points are awarded as follows: a) The lowest price receives the maximum allocated score; b) For the other offered prices, the score P(n) is calculated proportionally, as follows: P(n) = (Lowest offered price / Price n) × maximum allocated score.",
680,no_match,,,100195979,"Extindere perioada garanție: Durata minima a garantiei de buna executie este de 3 ani.Pentru o durata a garantiei mai mica decat durata minim acceptata de 3 ani, oferta va fi declarata neconforma.
Extinderea duratei de garantie se face cu adaugarea unui an intreg (ex:3 ani + 1 an=4 ani, 3 ani + 2 ani = 5 ani), Punctajul pentru Garantia extinsa a produselor se acorda astfel:
0 (zero) puncte pentru garantia minima de 3 ani;
10 (zece) puncte pentru extinderea duratei de garantie de la 3 ani la 4 ani, respectiv pentru un an de extra-garantie;
20 (douazeci) puncte pentru extinderea duratei de garantie de la 3 ani la 5 ani, respectiv pentru doi ani de extra-garantie ;
Nu se acorda punctaj intermediar pentru intervale mai mici de 12 luni. Pentru ofertele care aloca o garantie a produselor peste 5 ani se va acorda punctajul maxim alocat de 20 puncte.","Extension of the warranty period: The minimum duration of the warranty of proper execution is 3 years. For a warranty duration shorter than the minimum accepted duration of 3 years, the offer will be declared non-compliant.
The extension of the warranty period is done by adding a full year (e.g.: 3 years + 1 year = 4 years, 3 years + 2 years = 5 years). The scoring for the extended warranty of the products is awarded as follows:
0 (zero) points for the minimum 3-year warranty;
10 (ten) points for extending the warranty period from 3 years to 4 years, namely for one extra year of warranty;
20 (twenty) points for extending the warranty period from 3 years to 5 years, namely for two extra years of warranty;
No intermediate score is awarded for intervals smaller than 12 months. For offers that allocate a product warranty of more than 5 years, the maximum allocated score of 20 points will be awarded.",
681,No match,"Terrmenul de livrare a produselor: Durata maxima a termenului de livrare este de 60 zile. Pentru o durata a termenului de livrare mai mare de 60 zile, oferta va fi declarata neconforma., Punctajul pentru factorul de evaluare “Termen de livrare”, se vor acorda după cum urmează: 
Pentru oferta admisibila cu cea mai redusă durată de livrare = 10 puncte 
Pentru restul ofertelor admisibile, punctajul se va calcula utilizând următoarea formulă: 
Durata de livrare(n) = Durata de livrare(min) / Durata de livrare(n) x 10, unde: Pdurata de livrare (n): punctajul obținut de către oferta admisibila aflata sub evaluare 
Durata de livrare (min) cea mai redusa dintre duratele de livrare ale ofertelor admisibile, exprimată în zile; Durata de livrare (n): durata de livrare a ofertei admisibile aflata sub evaluare, exprimată în zile;
Pentru oferta cu un termen de livrare de 60 zile de la emiterea comenzii, se considera conforma dar nu primeste punctaj, aceasta reprezentând îndeplinirea cerinței minime solicitate în caietul de sarcini.","Delivery term of the products: The maximum delivery term is 60 days. For a delivery term longer than 60 days, the offer will be declared non-compliant. The scoring for the evaluation factor “Delivery term” will be awarded as follows:
For the admissible offer with the shortest delivery time = 10 points.
For the rest of the admissible offers, the score will be calculated using the following formula:
Delivery time (n) = Delivery time (min) / Delivery time (n) x 10, where: Score for delivery time (n): the score obtained by the admissible offer under evaluation; Delivery time (min): the shortest of the delivery times of the admissible offers, expressed in days; Delivery time (n): the delivery time of the admissible offer under evaluation, expressed in days.
For an offer with a delivery term of 60 days from the issuance of the order, it is considered compliant but does not receive a score, this representing fulfillment of the minimum requirement requested in the specifications.",100195979,,,
682,No match,,,100195979,"Etichetarea ecologică a mobilierului: Se acordă puncte dacă ofertantul prezintă eticheta ecologică a UE pentru mobilier, astfel cum s-a stabilit în Decizia (UE) 2016/1332 a Comisiei, sau alte etichete ecologice ISO 14024 tipul I relevante care îndeplinesc în mod direct cerințele menționate sau care utilizează metode echivalente sunt considerate a fi conforme., Punctajul pentru Etichetarea ecologică a mobilierului se acorda astfel:
0 (zero) puncte pentru ofertanții care nu prezintă Etichetarea ecologică a mobilierului;
20 (douăzeci) puncte pentru ofertanții care prezintă Etichetarea ecologică a mobilierului, astfel cum s-a stabilit în Decizia (UE) 2016/1332 a Comisiei, sau alte etichete ecologice ISO 14024 tipul I relevante care îndeplinesc în mod direct cerințele menționate sau care utilizează metode echivalente sunt considerate a fi conforme.
Modalitatea de îndeplinire: Ofertantul va prezenta eticheta ecologică a UE pentru mobilier, astfel cum s-a stabilit în Decizia (UE) 2016/1332 a Comisiei, sau alte etichete ecologice ISO 14024 tipul I relevante care îndeplinesc în mod direct cerințele menționate sau care utilizează metode echivalente sunt considerate a fi conforme.","Furniture eco-labelling: Points are awarded if the tenderer presents the EU Ecolabel for furniture, as established in Commission Decision (EU) 2016/1332, or other relevant ISO 14024 Type I eco-labels that directly meet the stated requirements or that use equivalent methods; these are considered compliant. The scoring for furniture eco-labelling is as follows:
0 (zero) points for tenderers who do not present furniture eco-labelling;
20 (twenty) points for tenderers who present furniture eco-labelling, as established in Commission Decision (EU) 2016/1332, or other relevant ISO 14024 Type I eco-labels that directly meet the stated requirements or that use equivalent methods; these are considered compliant.
Method of fulfilment: The tenderer shall present the EU Ecolabel for furniture, as established in Commission Decision (EU) 2016/1332, or other relevant ISO 14024 Type I eco-labels that directly meet the stated requirements or that use equivalent methods; these are considered compliant.",
